Urn	AnalyzedText	TokenType	TextDeformation	EditorialStatus	DiscourseLevel	ExemplarUrn	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_40_39	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@καθ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	καθ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.40	1810
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_41_40	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@ἡμέραν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἡμέραν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.41	1811
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_42_41	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@βίος[1]	urn:cite2:fufolio:tokenTypes.v1:word	βίος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.42	1812
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_43_42	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@τοῖς[2]	urn:cite2:fufolio:tokenTypes.v1:word	τοῖς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.43	1813
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_44_43	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@συνοῦσιν[1]	urn:cite2:fufolio:tokenTypes.v1:word	συνοῦσιν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.44	1814
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_6_45_44	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.6@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.6.45	1815
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_1_0	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ὁ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.1	1816
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_2_1	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@δὲ[1]	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.2	1817
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_3_2	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@καὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.3	1818
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_4_3	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τῷ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.4	1819
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_5_4	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@δήμῳ[1]	urn:cite2:fufolio:tokenTypes.v1:word	δήμῳ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.5	1820
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_6_5	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.6	1821
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_7_6	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τὸ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.7	1822
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_8_7	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@συνεχὲς[1]	urn:cite2:fufolio:tokenTypes.v1:word	συνεχὲς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.8	1823
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_9_8	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@φεύγων[1]	urn:cite2:fufolio:tokenTypes.v1:word	φεύγων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.9	1824
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_10_9	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@καὶ[2]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.10	1825
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_11_10	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.11	1826
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_12_11	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@κόρον[1]	urn:cite2:fufolio:tokenTypes.v1:word	κόρον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.12	1827
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_13_12	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[2]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.13	1828
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_14_13	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@οἷον[1]	urn:cite2:fufolio:tokenTypes.v1:word	οἷον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.14	1829
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_15_14	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἐκ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐκ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.15	1830
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_16_15	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@διαλειμμάτων[1]	urn:cite2:fufolio:tokenTypes.v1:word	διαλειμμάτων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.16	1831
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_17_16	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἐπλησίαζεν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐπλησίαζεν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.17	1832
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_18_17	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[3]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.18	1833
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_19_18	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@οὐκ[1]	urn:cite2:fufolio:tokenTypes.v1:word	οὐκ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.19	1834
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_20_19	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἐπὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐπὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.20	1835
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_21_20	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@παντὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	παντὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.21	1836
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_22_21	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@πράγματι[1]	urn:cite2:fufolio:tokenTypes.v1:word	πράγματι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.22	1837
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_23_22	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@λέγων[1]	urn:cite2:fufolio:tokenTypes.v1:word	λέγων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.23	1838
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_24a_23	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@οὐδ'[1]	urn:cite2:fufolio:tokenTypes.v1:multifunction	【οὐ】δ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.24a	1839
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_24b_23	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@οὐδ'[1]	urn:cite2:fufolio:tokenTypes.v1:multifunction	οὐ【δ'】	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.24b	1840
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_25_24	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἀεὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀεὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.25	1841
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_26_25	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@παριὼν[1]	urn:cite2:fufolio:tokenTypes.v1:word	παριὼν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.26	1842
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_27_26	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@εἰς[1]	urn:cite2:fufolio:tokenTypes.v1:word	εἰς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.27	1843
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_28_27	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τὸ[2]	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.28	1844
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_29_28	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@πλῆθος[1]	urn:cite2:fufolio:tokenTypes.v1:word	πλῆθος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.29	1845
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_30_29	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[4]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.30	1846
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_31_30	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἀλλ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀλλ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.31	1847
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_32_31	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἑαυτὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἑαυτὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.32	1848
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_33_32	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ὥσπερ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὥσπερ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.33	1849
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_34_33	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τὴν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.34	1850
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_35_34	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@Σαλαμινίαν[1]	urn:cite2:fufolio:tokenTypes.v1:word	Σαλαμινίαν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.35	1851
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_36_35	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τριήρη[1]	urn:cite2:fufolio:tokenTypes.v1:word	τριήρη	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.36	1852
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_37_36	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[5]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.37	1853
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_38_37	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@φησὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	φησὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.38	1854
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_39_38	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@Κριτόλαος[1]	urn:cite2:fufolio:tokenTypes.v1:word	Κριτόλαος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.39	1855
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_40_39	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[6]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.40	1856
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_41_40	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@πρὸς[1]	urn:cite2:fufolio:tokenTypes.v1:word	πρὸς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.41	1857
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_42_41	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τὰς[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὰς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.42	1858
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_43_42	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@μεγάλας[1]	urn:cite2:fufolio:tokenTypes.v1:word	μεγάλας	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.43	1859
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_44_43	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@χρείας[1]	urn:cite2:fufolio:tokenTypes.v1:word	χρείας	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.44	1860
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_45_44	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἐπιδιδούς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐπιδιδούς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.45	1861
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_46_45	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@,[7]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.46	1862
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_47_46	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@τἆλλα[1]	urn:cite2:fufolio:tokenTypes.v1:word	τἆλλα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.47	1863
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_48_47	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@δὲ[2]	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.48	1864
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_49_48	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@φίλους[1]	urn:cite2:fufolio:tokenTypes.v1:word	φίλους	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.49	1865
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_50_49	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@καὶ[3]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.50	1866
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_51_50	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ῥήτορας[1]	urn:cite2:fufolio:tokenTypes.v1:word	ῥήτορας	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.51	1867
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_52_51	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἑτέρους[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἑτέρους	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.52	1868
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_53_52	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@καθιεὶς[1]	urn:cite2:fufolio:tokenTypes.v1:word	καθιεὶς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.53	1869
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_54_53	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@ἔπραττεν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἔπραττεν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.54	1870
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_7_55_54	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.7@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.7.55	1871
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_1_0	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@ὧν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὧν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.1	1872
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_2_1	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@ἕνα[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἕνα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.2	1873
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_3_2	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@φασὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	φασὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.3	1874
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_4_3	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@γενέσθαι[1]	urn:cite2:fufolio:tokenTypes.v1:word	γενέσθαι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.4	1875
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_5_4	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@τὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.5	1876
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:7_8_6_5	urn:cts:greekLit:tlg0007.tlg012.ziegler:7.8@Ἐφιάλτην[1]	urn:cite2:fufolio:tokenTypes.v1:word	Ἐφιάλτην	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:7.8.6	1877
