Urn	AnalyzedText	TokenType	TextDeformation	EditorialStatus	DiscourseLevel	ExemplarUrn	Sequence
urn:cite2:fufolio:syntaxToken0007_0012.v1:35	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.5@καὶ[3]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.5.36	741
urn:cite2:fufolio:syntaxToken0007_0012.v1:36	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.5@καραϊέ[1]	urn:cite2:fufolio:tokenTypes.v1:word	καραϊέ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.5.37	742
urn:cite2:fufolio:syntaxToken0007_0012.v1:37	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.5@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.5.38	743
urn:cite2:fufolio:syntaxToken0007_0012.v1:0	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@Τηλεκλείδης[1]	urn:cite2:fufolio:tokenTypes.v1:word	Τηλεκλείδης	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.1	744
urn:cite2:fufolio:syntaxToken0007_0012.v1:1	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@δὲ[1]	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.2	745
urn:cite2:fufolio:syntaxToken0007_0012.v1:2	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ποτὲ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ποτὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.3	746
urn:cite2:fufolio:syntaxToken0007_0012.v1:3	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@μὲν[1]	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.4	747
urn:cite2:fufolio:syntaxToken0007_0012.v1:4	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ὑπὸ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὑπὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.5	748
urn:cite2:fufolio:syntaxToken0007_0012.v1:5	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@τῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.6	749
urn:cite2:fufolio:syntaxToken0007_0012.v1:6	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@πραγμάτων[1]	urn:cite2:fufolio:tokenTypes.v1:word	πραγμάτων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.7	750
urn:cite2:fufolio:syntaxToken0007_0012.v1:7	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ἠπορημένον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἠπορημένον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.8	751
urn:cite2:fufolio:syntaxToken0007_0012.v1:8	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@καθῆσθαί[1]	urn:cite2:fufolio:tokenTypes.v1:word	καθῆσθαί	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.9	752
urn:cite2:fufolio:syntaxToken0007_0012.v1:9	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@φησιν[1]	urn:cite2:fufolio:tokenTypes.v1:word	φησιν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.10	753
urn:cite2:fufolio:syntaxToken0007_0012.v1:10	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@αὐτὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.11	754
urn:cite2:fufolio:syntaxToken0007_0012.v1:11	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ἐν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.12	755
urn:cite2:fufolio:syntaxToken0007_0012.v1:12	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@τῇ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῇ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.13	756
urn:cite2:fufolio:syntaxToken0007_0012.v1:13	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@πόλει[1]	urn:cite2:fufolio:tokenTypes.v1:word	πόλει	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.14	757
urn:cite2:fufolio:syntaxToken0007_0012.v1:14	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@καρηβαροῦντα[1]	urn:cite2:fufolio:tokenTypes.v1:word	καρηβαροῦντα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.15	758
urn:cite2:fufolio:syntaxToken0007_0012.v1:15	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.16	759
urn:cite2:fufolio:syntaxToken0007_0012.v1:16	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ποτὲ[2]	urn:cite2:fufolio:tokenTypes.v1:word	ποτὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.17	760
urn:cite2:fufolio:syntaxToken0007_0012.v1:17	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@δὲ[2]	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.18	761
urn:cite2:fufolio:syntaxToken0007_0012.v1:18	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@μόνον[1]	urn:cite2:fufolio:tokenTypes.v1:word	μόνον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.19	762
urn:cite2:fufolio:syntaxToken0007_0012.v1:19	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ἐκ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐκ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.20	763
urn:cite2:fufolio:syntaxToken0007_0012.v1:20	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@κεφαλῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	κεφαλῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.21	764
urn:cite2:fufolio:syntaxToken0007_0012.v1:21	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ἑνδεκακλίνου[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἑνδεκακλίνου	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.22	765
urn:cite2:fufolio:syntaxToken0007_0012.v1:22	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@θόρυβον[1]	urn:cite2:fufolio:tokenTypes.v1:word	θόρυβον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.23	766
urn:cite2:fufolio:syntaxToken0007_0012.v1:23	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@πολὺν[1]	urn:cite2:fufolio:tokenTypes.v1:word	πολὺν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.24	767
urn:cite2:fufolio:syntaxToken0007_0012.v1:24	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@ἐξανατέλλειν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐξανατέλλειν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.25	768
urn:cite2:fufolio:syntaxToken0007_0012.v1:25	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.6@,[2]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.6.26	769
urn:cite2:fufolio:syntaxToken0007_0012.v1:0	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ὁ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.1	770
urn:cite2:fufolio:syntaxToken0007_0012.v1:1	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@δ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	δ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.2	771
urn:cite2:fufolio:syntaxToken0007_0012.v1:2	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@Εὔπολις[1]	urn:cite2:fufolio:tokenTypes.v1:word	Εὔπολις	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.3	772
urn:cite2:fufolio:syntaxToken0007_0012.v1:3	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ἐν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.4	773
urn:cite2:fufolio:syntaxToken0007_0012.v1:4	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@τοῖς[1]	urn:cite2:fufolio:tokenTypes.v1:word	τοῖς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.5	774
urn:cite2:fufolio:syntaxToken0007_0012.v1:5	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@Δήμοις[1]	urn:cite2:fufolio:tokenTypes.v1:word	Δήμοις	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.6	775
urn:cite2:fufolio:syntaxToken0007_0012.v1:6	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@πυνθανόμενος[1]	urn:cite2:fufolio:tokenTypes.v1:word	πυνθανόμενος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.7	776
urn:cite2:fufolio:syntaxToken0007_0012.v1:7	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@περὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	περὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.8	777
urn:cite2:fufolio:syntaxToken0007_0012.v1:8	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ἑκάστου[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἑκάστου	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.9	778
urn:cite2:fufolio:syntaxToken0007_0012.v1:9	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@τῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.10	779
urn:cite2:fufolio:syntaxToken0007_0012.v1:10	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ἀναβεβηκότων[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀναβεβηκότων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.11	780
urn:cite2:fufolio:syntaxToken0007_0012.v1:11	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ἐξ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐξ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.12	781
urn:cite2:fufolio:syntaxToken0007_0012.v1:12	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@Ἅιδου[1]	urn:cite2:fufolio:tokenTypes.v1:word	Ἅιδου	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.13	782
urn:cite2:fufolio:syntaxToken0007_0012.v1:13	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@δημαγωγῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	δημαγωγῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.14	783
urn:cite2:fufolio:syntaxToken0007_0012.v1:14	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.15	784
urn:cite2:fufolio:syntaxToken0007_0012.v1:15	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ὡς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὡς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.16	785
urn:cite2:fufolio:syntaxToken0007_0012.v1:16	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ὁ[2]	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.17	786
urn:cite2:fufolio:syntaxToken0007_0012.v1:17	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@Περικλῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	Περικλῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.18	787
urn:cite2:fufolio:syntaxToken0007_0012.v1:18	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ὠνομάσθη[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὠνομάσθη	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.19	788
urn:cite2:fufolio:syntaxToken0007_0012.v1:19	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@τελευταῖος[1]	urn:cite2:fufolio:tokenTypes.v1:word	τελευταῖος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.20	789
urn:cite2:fufolio:syntaxToken0007_0012.v1:20	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@·[1]	urn:cite2:fufolio:tokenTypes.v1:punc	·	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.21	790
urn:cite2:fufolio:syntaxToken0007_0012.v1:21	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ὅ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὅ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.22	791
urn:cite2:fufolio:syntaxToken0007_0012.v1:22	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@τί[1]	urn:cite2:fufolio:tokenTypes.v1:word	τί	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.23	792
urn:cite2:fufolio:syntaxToken0007_0012.v1:23	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@περ[1]	urn:cite2:fufolio:tokenTypes.v1:word	περ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.24	793
urn:cite2:fufolio:syntaxToken0007_0012.v1:24	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@κεφάλαιον[1]	urn:cite2:fufolio:tokenTypes.v1:word	κεφάλαιον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.25	794
urn:cite2:fufolio:syntaxToken0007_0012.v1:25	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@τῶν[2]	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.26	795
urn:cite2:fufolio:syntaxToken0007_0012.v1:26	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@κάτωθεν[1]	urn:cite2:fufolio:tokenTypes.v1:word	κάτωθεν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.27	796
urn:cite2:fufolio:syntaxToken0007_0012.v1:27	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@ἤγαγες[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἤγαγες	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.28	797
urn:cite2:fufolio:syntaxToken0007_0012.v1:28	urn:cts:greekLit:tlg0007.tlg012.ziegler:3.7@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:3.7.29	798
urn:cite2:fufolio:syntaxToken0007_0012.v1:0	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@Διδάσκαλον[1]	urn:cite2:fufolio:tokenTypes.v1:word	Διδάσκαλον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.1	799
urn:cite2:fufolio:syntaxToken0007_0012.v1:1	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@δ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	δ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.2	800
urn:cite2:fufolio:syntaxToken0007_0012.v1:2	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@αὐτοῦ[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτοῦ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.3	801
urn:cite2:fufolio:syntaxToken0007_0012.v1:3	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@τῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.4	802
urn:cite2:fufolio:syntaxToken0007_0012.v1:4	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@μουσικῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	μουσικῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.5	803
urn:cite2:fufolio:syntaxToken0007_0012.v1:5	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@οἱ[1]	urn:cite2:fufolio:tokenTypes.v1:word	οἱ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.6	804
urn:cite2:fufolio:syntaxToken0007_0012.v1:6	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@πλεῖστοι[1]	urn:cite2:fufolio:tokenTypes.v1:word	πλεῖστοι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.7	805
urn:cite2:fufolio:syntaxToken0007_0012.v1:7	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@Δάμωνα[1]	urn:cite2:fufolio:tokenTypes.v1:word	Δάμωνα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.8	806
urn:cite2:fufolio:syntaxToken0007_0012.v1:8	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@γενέσθαι[1]	urn:cite2:fufolio:tokenTypes.v1:word	γενέσθαι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.9	807
urn:cite2:fufolio:syntaxToken0007_0012.v1:9	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@λέγουσιν[1]	urn:cite2:fufolio:tokenTypes.v1:word	λέγουσιν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.10	808
urn:cite2:fufolio:syntaxToken0007_0012.v1:10	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.11	809
urn:cite2:fufolio:syntaxToken0007_0012.v1:11	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@οὗ[1]	urn:cite2:fufolio:tokenTypes.v1:word	οὗ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.12	810
urn:cite2:fufolio:syntaxToken0007_0012.v1:12	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@φασι[1]	urn:cite2:fufolio:tokenTypes.v1:word	φασι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.13	811
urn:cite2:fufolio:syntaxToken0007_0012.v1:13	urn:cts:greekLit:tlg0007.tlg012.ziegler:4.1@δεῖν[1]	urn:cite2:fufolio:tokenTypes.v1:word	δεῖν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:4.1.14	812
